,tweetID,url,type,title,location,language
213,985631349506789377,http://twitter.com/CommunityTAD/status/985631349506789377,Twitter,,"IL, USA",en
214,1027479610223730690,http://twitter.com/JUULvapourUK/status/1027479610223730690,Twitter,,GBR,en
215,942545351466192898,http://twitter.com/josefgruber19/status/942545351466192898,Twitter,,,en
216,922661156266930176,http://twitter.com/cincinnati_west/status/922661156266930176,Twitter,,"Cincinnati, OH, USA",en
217,956889685665701889,http://twitter.com/jacharless/status/956889685665701889,Twitter,,"New York, NY, USA",en
218,997033812000477184,http://twitter.com/FahadJohns/status/997033812000477184,Twitter,,"Kansas City, MO, USA",en
219,1001515107589877760,http://twitter.com/chadterhune/status/1001515107589877760,Twitter,,"Los Angeles, CA, USA",en
220,996828609049432064,http://twitter.com/JakeMoreland/status/996828609049432064,Twitter,,"Rapid City, SD, USA",en
221,1026866337677799429,http://twitter.com/kendall_gurley/status/1026866337677799429,Twitter,,USA,en
222,896023630710272005,http://twitter.com/fair_emma/status/896023630710272005,Twitter,,"VA, USA",en
